S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION
149,2023-01-02,516,MFIL,Manjushree Finance Ltd.,434.0000,441.0000,425.4000,437.0000,19506,8513666.4000,434.0000,830.0000,362.0000,2023-01-02T14:59:40.992872,437.0000,170,436.46,5906.29
150,2023-01-02,517,NBL,Nepal Bank Limited,281.9000,281.9000,273.6000,277.9000,56863,15775682.6000,279.0000,402.0000,259.1000,2023-01-02T14:59:59.838537,277.9000,288,277.43,40834.69
151,2023-01-02,650,RLFLPO,Reliance Finance Ltd. Promoter Share,164.0000,164.0000,164.0000,164.0000,10000,1640000.0000,164.0000,316.0000,164.0000,2023-01-02T13:16:23.148816,164.0000,1,164.00,328.00
152,2023-01-02,653,CBLPO,Civil Bank Ltd Promoter Share,130.0000,130.0000,130.0000,130.0000,58680,7628400.0000,130.0000,161.0000,121.0000,2023-01-02T14:15:17.617478,130.0000,19,130.00,2782.00
153,2023-01-02,693,CLBSL,Civil Laghubitta Bittiya Sanstha Ltd.,834.0000,850.0000,821.0000,840.0000,1018,856688.4000,835.0000,1233.0000,662.5000,2023-01-02T14:45:13.794645,840.0000,21,841.54,2420.25
154,2023-01-02,1741,MERO,Mero Microfinance Bittiya Sanstha Ltd.,790.0000,808.0000,790.0000,799.0000,3488,2792254.0000,803.0000,1340.2000,722.0000,2023-01-02T14:59:57.533037,799.0000,77,800.53,9588.00
155,2023-01-02,2761,SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,790.0000,810.0000,777.0000,810.0000,1143,910108.0000,800.0000,1349.0000,696.3000,2023-01-02T14:58:14.466361,810.0000,25,796.24,2776.23
156,2023-01-02,2771,SMB,Support Microfinance Bittiya Sanstha Ltd.,1233.0000,1257.0000,1208.4000,1250.0000,628,777927.0000,1233.0000,2127.0000,1145.0000,2023-01-02T14:59:55.893753,1250.0000,19,1238.73,1072.50
157,2023-01-02,2789,JOSHI,Joshi Hydropower Development Company Ltd,200.0000,211.0000,200.0000,205.0000,49870,10208662.0000,204.0000,362.0000,164.8000,2023-01-02T14:59:57.868645,205.0000,152,204.70,761.37
158,2023-01-02,2826,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,826.0000,835.0000,810.0000,812.0000,308,254922.0000,826.0000,1509.6000,738.0000,2023-01-02T14:40:43.941685,812.0000,10,827.66,791.70
159,2023-01-02,2842,SJCL,SANJEN JALAVIDHYUT COMPANY LIMITED,265.1000,275.5000,265.0000,268.0000,30550,8243014.0000,270.1000,446.0000,210.0000,2023-01-02T14:57:39.955246,268.0000,128,269.82,8803.80
160,2023-01-02,8123,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,1150.2000,1265.2000,1150.2000,1265.2000,200,249698.0000,1150.2000,1265.2000,177.7000,2023-01-02T14:41:58.630170,1265.2000,23,1248.49,1304.42
161,2023-01-02,138,BOKL,Bank of Kathmandu Ltd.,208.0000,212.0000,207.0000,207.0000,30558,6371721.3000,208.9000,330.0000,195.2000,2023-01-02T14:59:07.469518,207.0000,168,208.51,23311.17
162,2023-01-02,183,NIL,Neco Insurance Limited,766.0000,829.0000,766.0000,808.0000,19451,15535239.2000,778.0000,1380.0000,601.0000,2023-01-02T14:59:57.678673,808.0000,164,798.68,14139.02
163,2023-01-02,341,GBIME,Global IME Bank Limited,212.5000,216.0000,210.0000,212.0000,35977,7645966.9000,212.5000,375.0000,197.1000,2023-01-02T14:59:58.993174,212.0000,332,212.52,51960.41
164,2023-01-02,358,LBBL,Lumbini Bikas Bank Ltd.,335.0000,345.0000,335.0000,342.0000,36272,12390190.8000,337.5000,577.0000,290.1000,2023-01-02T14:59:52.352957,342.0000,155,341.59,11569.25
165,2023-01-02,360,AHPC,Arun Valley Hydropower Development Co. Ltd.,298.0000,308.9000,295.0000,299.0000,116804,35280721.3000,303.2000,628.3000,250.0000,2023-01-02T14:59:59.869058,299.0000,399,302.05,5171.49
166,2023-01-02,473,SHINE,Shine Resunga Development Bank Ltd.,321.0000,326.0000,319.0000,321.0000,58484,18847061.1000,321.0000,473.0000,255.1000,2023-01-02T14:59:59.883069,321.0000,202,322.26,13751.27
167,2023-01-02,545,SLBBL,Swarojgar Laghu Bitta Bikas Bank Ltd.,847.0000,876.1000,847.0000,875.0000,5399,4684112.6000,859.0000,1293.0000,726.0000,2023-01-02T14:59:48.864968,875.0000,65,867.58,4498.37
168,2023-01-02,575,RMDC,RMDC Laghubitta Bittiya Sanstha Ltd.,1012.0000,1023.0000,1002.0000,1018.0000,11436,11575193.8000,1005.0000,1348.0000,707.0000,2023-01-02T14:59:52.530952,1018.0000,102,1012.17,12634.05
169,2023-01-02,2742,HIDCL,Hydorelectricity Investment and Development Company Ltd,190.0000,190.0000,185.3000,188.4000,99582,18714790.6000,189.0000,366.0000,159.8000,2023-01-02T14:59:58.900844,188.4000,564,187.93,46479.79
